x,y,t1,t2,t3
1.9206653,-0.5508417,-0.32295656,0.087311745,-0.27102184
-0.06900352,1.0804652,0.6357999,1.9975488,2.9758618
-0.14940953,-0.053664923,1.9950869,2.9826705,-0.22720528
-1.3396344,0.6066937,-2.8221602,-1.4893576,2.139127
0.9887067,-1.0203024,-0.020365238,-1.5615172,-2.4074395
-0.20952874,0.43759686,-2.940066,-2.65153,-0.6372304
-1.112611,0.7123442,1.7228682,1.6984742,-3.0298522
0.49908003,0.44709086,1.9596694,-2.4583259,-0.664165
-0.0106778145,-1.9091241,-1.2738299,-0.60511875,-0.6168289
-0.21779019,0.36581665,-2.819108,-2.7125702,-0.4915948
1.1824111,-0.94245243,0.040627718,-1.4271467,1.1834357
-1.94592,-0.41062403,-2.827617,-0.21201754,2.7627776
0.30070263,0.041457057,-1.2814305,2.836868,1.1377394
-0.2915485,-1.0512747,-2.8351648,1.9876773,-0.36252236
0.6124532,-0.09026927,-1.4024285,2.5121849,-2.538706
1.8927479,0.0155828,0.33710837,-0.6577513,2.2434509
-0.08872306,1.4541457,0.8769586,1.5095522,1.1094816
0.88196003,-1.6737022,-0.7554736,-0.6606941,-2.5889282
-0.624292,0.12146342,1.7022536,2.494356,2.149556
-1.0852654,-1.6740966,-2.2160113,0.14011478,-2.2146158
-1.0716655,-0.58112484,-1.729397,-1.8306234,1.0736239
-0.6582669,-1.8873231,-1.8721164,-0.06854081,0.1321609
0.5006174,0.5559789,2.025143,-2.374793,-2.1567419
0.67991376,-0.6020675,-1.8242021,2.1989057,-1.1292927
-1.681037,-0.12854144,2.6498978,1.1360238,0.39780736
1.7991743,-0.6241194,-0.023386002,-0.62103486,0.3941641
1.4923859,-1.3312764,-0.717366,-0.022074223,0.4008453
-1.3464754,0.18848586,-2.4573698,-1.6466074,2.5368135
-1.7634044,-0.9163686,-2.549549,-0.2255857,3.1077855
0.7623269,1.8468761,1.1348598,0.08894801,-2.7225354
0.7911989,0.36999756,1.5562756,-2.2376962,-0.89178586
0.5455366,-1.8681077,-1.0540557,-0.46523023,0.034363747
-1.839838,0.6805458,2.5912092,0.39219284,2.8139021
0.6541318,0.87468195,1.9217513,-1.9861587,1.4090173
-1.5220253,-0.39686772,-2.2207794,-1.331486,0.92401385
-0.45973212,0.611081,1.037329,2.356911,-1.0113285
0.9484113,1.0036982,0.0050292015,1.6173661,-3.0382097
0.30254608,0.4437404,2.2713106,-2.5978534,0.04329896
0.281375,-1.3241725,-0.5341234,-1.6545919,0.41522765
-0.964257,1.5114477,2.597842,-0.918349,-1.8651451
-0.025358409,-0.011410117,-1.161883,-3.1137846,1.4180958
-0.8324349,-0.55080754,-1.508793,-2.0965114,-1.8098761
-1.1798743,0.6498827,1.806278,1.6637046,2.4112413
1.4139428,0.9986768,1.1395285,-1.0491652,-0.8779123
-0.3333394,0.4397876,0.9281204,2.5824983,0.8541746
-0.8998678,-1.1738698,-1.48643,-1.4767917,-2.9702787
1.245924,-0.25615448,0.6787348,-1.7630068,-2.8009682
-0.17076606,1.0325482,2.7547886,-2.0401855,-0.35739255
1.1617651,1.624898,0.9000461,0.100085974,-2.1139202
0.17527103,-0.6017384,-2.5394177,2.5041082,0.51157284
-0.8424987,1.5099006,2.6063426,-1.0531895,0.9253733
1.4067178,-1.4147996,-0.7184074,-0.13971019,-1.9133688
0.020527542,1.7582645,1.0624897,0.99326444,-0.06480646
-0.11770952,-1.1272968,-0.7065511,-1.9365714,2.1725519
-0.1984955,-1.5876398,-2.3386774,1.2870018,-1.0563717
0.6356379,-1.8126814,-1.515718,0.5643716,-1.6319222
0.9772559,1.6359296,0.7238383,0.6169486,-2.3325994
0.57998246,1.4576805,0.5230706,1.3380959,1.2435396
-0.06264752,-0.5550988,-0.39545965,-2.575439,-0.48428917
1.4599874,0.8319671,1.0910995,-1.1462953,1.1924894
0.40158123,1.3037109,2.0921834,-1.6403877,0.03098178
0.29393548,1.9629767,1.2990453,0.24623132,0.26242185
0.43876132,-0.49206612,0.3922763,-2.469756,0.24689221
-0.2786995,-0.13439757,2.1754582,2.8309324,1.8464739
0.6006326,1.358722,0.42098308,1.4671686,-1.5283209
-0.3001721,0.31694424,-2.6034014,-2.7015219,3.1340835
0.5734078,0.7352778,1.9942496,-2.171575,1.2291248
-0.00084221363,-0.0008689761,2.3724291,3.1403825,2.7469928
-0.9023432,1.6398392,2.4339612,-0.72023916,-1.1025157
-1.2100372,-0.39837766,2.5794013,1.7604845,-1.8905445
-1.3118585,-0.620319,2.8243458,1.5178874,1.7125938
0.09426001,-1.7978494,-1.969076,0.9013221,-1.1013246
-1.0864675,1.583807,2.454704,-0.5653,1.2230613
0.5300727,1.4775157,0.5580156,1.3366477,-1.0675998
0.8274555,0.38410002,1.5317504,-2.1943111,0.7095444
-0.03641048,0.021511555,-2.125576,-3.0992992,-2.522874
-1.2968069,-0.24732786,2.4801934,1.6997135,2.947492
0.14750719,0.30014098,2.5167968,-2.805585,-2.1439207
0.045032084,-1.045548,-0.5076268,-2.0402517,2.1815112
-1.4408327,-0.00018751621,-2.3750687,-1.5327877,-3.0350657
0.48529142,-0.25989735,-1.7836254,2.5838892,2.5722106
-0.6650943,-0.22050321,2.2488706,2.4257095,2.793462
1.5311434,-0.1742121,-0.8044455,1.3823073,2.7989404
-0.00087600946,0.0005156994,1.0392978,3.1405761,1.6294277
0.28446555,1.6813995,1.952966,-1.0995328,1.5074227
1.8607314,-0.026319563,0.36098957,-0.7502668,-1.7709467
-0.69825095,-0.11992794,-1.7627997,-2.4173954,2.1090467
-0.9156113,1.7421732,2.2334564,-0.357553,-1.8179958
-1.0278755,-0.30792767,2.4281542,2.009014,0.23352718
0.25343478,-0.010046303,-1.4832568,2.887274,1.284725
0.085680425,-0.103970826,-2.3849256,3.0067647,2.3856432
1.2262809,-0.32891244,-1.1450819,1.7660606,-1.7850186
0.312963,0.35015973,-0.49233246,2.6675303,0.12980795
-1.5975113,-0.6656262,-2.2217915,-1.0500238,-0.8527701
1.7755852,-0.8703932,-0.60610366,0.30065227,2.9054382
0.78648627,-0.812508,0.16820192,-1.939745,0.16102004
-0.9326479,1.0747311,1.5063536,1.5583565,-2.8712225
-0.1240893,-0.7753527,-0.5621643,-2.3346574,-1.3404723
0.87939227,0.0144456625,1.1318953,-2.2309399,1.1678145
-1.8532876,0.7231997,2.666515,0.20605183,-2.093833
1.3355813,-1.328074,-1.1255853,0.6860111,-2.3948927
0.28581446,0.038732946,1.5607755,-2.8521564,-3.019992
-1.8494599,0.43231,-3.052562,-0.6373141,2.1125104
-0.050777853,-0.52168226,-2.9734514,2.6112516,-1.256709
1.0916364,1.6696826,0.9201224,0.14326572,-2.8328342
-1.2632275,-0.4040985,2.6054142,1.69157,3.1227295
0.86760217,0.5323336,1.5871708,-2.073668,2.6219223
0.8980511,1.1641862,0.16884303,1.489795,-2.5190206
-0.043697953,-0.03648311,-0.9036052,-3.0846593,-1.2236269
0.562595,-0.34927183,0.6777394,-2.4666584,1.0014274
-0.6408595,1.844125,1.6864283,0.43765306,-2.1019874
-1.7265736,-0.38833874,-2.4357388,-0.9692335,1.3790276
-0.80730873,-0.9387144,3.0988557,1.8065069,-0.3537724
0.053829253,-0.025312543,1.1014941,-3.0821002,-2.6832385
1.0559553,0.6860615,1.4658921,-1.7794459,1.5114067
-1.4094748,-0.20698279,-2.2177513,-1.5560651,-2.5876954
0.18029508,1.9661875,1.6394107,-0.32011294,2.4177735
-1.2220073,0.4160573,1.9442441,1.7383769,0.10102129
0.48071802,-1.8221343,-0.97131133,-0.6830816,0.41751957
0.8133886,0.3997894,1.5573175,-2.2009683,2.6366694
-0.043776095,-0.50172234,-0.34158564,-2.6324837,-1.6997833
-0.12743586,-0.2354385,2.7797368,2.873072,-2.9099934
-1.3980966,0.19504619,2.21576,1.5744379,1.8595669
-0.3176459,1.2864599,2.6594503,-1.6931624,0.99203897
1.2181393,1.309388,1.2856443,-0.9283197,1.0513437
1.1261263,0.07588512,-0.90387845,1.9423254,-0.8716495
1.317633,-1.2923872,-1.1711723,0.79089284,1.1143029
0.34439462,-1.9505801,-1.5348932,0.27771163,1.8206651
1.7515357,0.29249805,-0.3125782,0.9560931,-0.7577112
0.83848095,-0.030827165,1.1011269,-2.2757516,-1.847347
0.2508594,-0.03818667,-1.5946428,2.8871577,-0.84535265
1.0400834,-1.0077727,-0.008577824,-1.5220876,3.1362207
-0.231799,0.71664345,3.0683,-2.369347,-2.5467947
-1.4596334,-1.3672018,-2.3813052,-0.015151024,-0.8008044
-1.465806,-0.8429196,-2.056316,-1.1268017,0.59354377
0.5148765,-1.8081956,-1.6414531,0.69612217,-0.720417
0.5103487,-1.8857708,-1.5223007,0.43160915,2.5832007
-0.92151034,-1.7690609,-2.1239657,0.14587808,-1.1585181
-0.0034976602,0.1607531,3.082865,-2.9806278,-3.011723
-0.5525155,0.9407167,3.095678,-1.9876542,0.6023166
1.5589435,-1.0712011,-0.27113867,-0.6617985,-0.7016678
-0.9571625,1.7496669,1.9962957,0.15015864,-3.0587006
-1.2568505,-1.1742544,-1.8546712,-1.0709698,1.5809009
0.15249485,-0.09389359,-2.0330305,2.9622695,-0.6997249
0.5241326,0.41243798,-0.5641105,2.46162,1.5789888
-1.1169728,-0.51426154,2.6644485,1.8172367,-0.9530144
-1.1709509,-1.6045204,-2.0843601,-0.23374414,2.6001003
-0.1839036,-0.13422847,-1.0543807,-2.9134188,1.2878282
-1.5554595,0.91245997,3.0582507,-0.8943589,-2.6013126
-1.4296548,-1.1694593,-2.849612,0.7872813,-0.23788047
0.5648371,-1.8141344,-1.5864643,0.63501596,1.1930478
-0.57693005,-0.37511843,2.4985683,2.4390767,-0.47024536
-0.15060943,0.2613283,-2.7701533,-2.8388157,2.9332726
-0.746366,1.357545,1.3887575,1.3694432,-2.718172
-0.05121571,-0.15710051,2.9091642,2.976166,2.8364193
-1.6503677,0.16776675,-2.6502006,-1.1853964,-2.1606739
-1.0404298,1.1643686,2.97498,-1.3498795,-1.4343084
0.9064473,1.1886343,1.645921,-1.4532768,-1.5473039
1.800709,-0.8166721,-0.27479982,-0.30196834,-2.4472332
-0.5353503,1.4426495,2.6190455,-1.3858247,1.1143696
-1.302778,-0.52502257,2.732506,1.584357,0.4447863
-1.8911572,0.49780706,2.6730464,0.4223125,-1.4534787
-1.825431,-0.3740816,2.971945,0.7435539,-3.0651917
-0.3682549,-0.8868756,-0.89438486,-2.1399508,2.754401
-0.10272682,-0.25731057,-0.518821,-2.86364,-0.19749093
-1.3299425,1.2654094,1.9729607,0.81618714,0.99338555
1.06531,1.2818447,0.29176974,1.1712444,-0.76545525
-0.1866597,-0.08417106,-1.2497263,-2.9364734,-2.3666778
1.0859495,0.49999225,1.3615744,-1.8601791,0.45071316
0.87672114,1.7838402,1.0027697,0.2224369,-2.036851
-0.6074232,1.060442,3.0043943,-1.8268344,2.5839617
-1.7942336,-0.48610902,-2.499163,-0.75570536,1.7089283
0.49692804,0.01786846,-1.283594,2.6390727,-2.1619074
-1.4871517,0.3091005,-2.63822,-1.4166043,0.5078397
-0.79215306,1.2305968,2.8926399,-1.4997993,1.123522
0.80724216,-1.7034899,-0.78761935,-0.681293,2.310024
-1.2660958,-1.5121802,-2.43469,0.33367896,2.9543827
0.48525035,0.48771667,-0.43169308,2.4392521,-0.96747494
0.05461681,0.08684248,2.5288632,-3.038958,-0.45277786
1.7448001,-0.07461485,-0.55180955,1.0181429,1.2325332
-1.1102648,1.5975633,2.4121678,-0.46805334,-0.124580145
-0.28234598,1.8000557,2.151398,-0.85003066,2.7540257
-1.2560804,-1.5191457,-2.0917106,-0.33995128,-0.16873789
-0.7497133,0.5889361,1.4018099,2.1478322,-0.49795437
-0.3573643,-1.3786273,-2.6027486,1.5566347,0.93974996
1.084035,0.32703722,1.2619755,-1.9379469,2.0219152
-1.980576,0.058874577,2.9755752,0.2726004,-2.9343996
0.39949405,0.6816725,2.2053664,-2.3293378,0.72216463
1.4261837,-0.40803802,0.45652938,-1.4703802,1.0938885
-1.4455245,-1.1916181,-2.8099432,0.71552753,-1.9916157
1.9407785,-0.2688724,-0.3397119,0.40409946,2.6764624
0.94274896,-0.5060146,-1.4989176,2.0126178,-0.39908862
-0.38722348,-0.112066746,-1.4920297,-2.735698,-2.8824692
-1.6520162,0.8292897,3.068113,-0.7835119,0.15691876
-0.32941318,0.9062309,0.8517244,2.1354415,2.681268
0.14695227,0.7779917,2.5478857,-2.327553,-0.50333595
-1.1558189,-0.46852034,-1.8589987,-1.7949545,0.745208
-0.07339752,0.61033726,2.94885,-2.5167422,1.9013059
-0.6789028,-1.782191,-1.6288112,-0.6119015,2.493705
1.6692681,-1.0640818,-0.71053505,0.2860601,-2.1960754
-1.5349526,1.2170647,2.6742523,-0.40611315,-2.297731
0.8600488,-0.17163163,0.91989064,-2.233727,-2.492877
0.08543134,0.63364345,0.19138312,2.4907916,-0.88902044
-0.41705132,0.13503397,1.4786437,2.6996372,2.0836957
-0.48625204,-1.9094838,-1.6479572,-0.34438086,-0.9886117
-1.6323748,-1.1555741,-2.5262268,0.0012979507,2.3638446
-1.8598261,0.67508876,2.6468408,0.29311275,0.71352816
0.7398989,-0.13033211,-1.3600636,2.3714073,-1.3072435
-0.70150065,-1.8106294,-2.1823163,0.4837849,1.8830249
0.047382414,-0.29679346,-2.8324335,2.8398979,1.1301286
-1.55474,-1.068664,-2.20104,-0.6767225,2.7255828
-1.7269111,-0.48192847,-2.4103389,-0.918216,1.0303805
-0.41043442,-1.2368755,-2.7523024,1.7222154,1.6353486
0.6297915,0.87508523,1.9484332,-2.0029135,3.1290295
0.0049898922,-0.0015109181,-1.8622153,3.136379,-3.0149565
-0.2967078,-1.099882,-2.7990649,1.9295547,0.32833695
0.9959706,-0.81967795,0.18123627,-1.7396833,-1.317821
-0.06245619,-0.051845253,-0.9185624,-3.0603995,0.16326451
1.7005486,1.0526762,0.5556185,-0.0026597977,1.0145156
-1.7680677,-0.4645944,2.9809034,0.8352995,-1.1500504
-0.7126932,-0.8010091,-1.2929121,-2.0100083,-2.1778111
1.3621951,-1.3577743,-0.5059531,-0.5556395,1.3975766
0.62381464,-0.056665123,-1.3428324,2.5044892,-2.2043934
0.047207534,0.3126763,0.008929014,2.8240402,3.123953
0.059184566,-1.9213076,-1.8198061,0.5596087,0.3710935
-0.7369794,-1.5459535,-1.472941,-1.0854042,0.85091305
-0.6712074,-1.8129416,-2.184554,0.5183492,1.3594449
0.5246314,0.035076678,-1.2380079,2.6095364,-0.20674968
-0.03005986,0.0048708916,1.4253805,3.1111395,-0.9602854
0.5545781,1.7140231,1.7071669,-0.8985872,-0.45890188
1.7131023,-1.0319397,-0.5324094,-0.019517422,-1.1867944
1.3973522,1.4259769,0.73634815,0.11837649,1.9914234
1.7535243,-0.90924174,-0.6358752,0.3150394,-1.168642
-0.66283333,-1.466537,-2.6309385,1.2712996,0.40199184
-0.3737371,-1.6835215,-1.2581568,-1.0621881,0.8215935
0.9287389,0.45832145,-0.568053,2.052955,0.17794967
-0.4583683,1.4802661,1.1866949,1.3687804,-0.7708411
-0.6498187,0.46705073,1.359257,2.3182857,0.14457107
1.5627776,1.2428634,0.61478734,0.114151716,2.1751363
-0.7474657,-1.115016,-1.3263657,-1.669976,1.3689601
-1.8151788,-0.83820635,-2.7341726,0.050367355,-1.4447905
0.17709294,0.12405956,2.0735567,-2.9249456,1.9048498
-1.8235135,-0.533054,3.108156,0.6356702,-0.20931387
-1.1768994,1.0331572,3.0924265,-1.342567,-0.2517469
-0.04249251,-1.9527044,-1.3757191,-0.43366933,0.6827903
1.8981934,0.23449153,0.41959548,-0.5933683,-3.141092
1.9847918,0.22792006,0.16086245,-0.09306002,0.47261095
-0.06171745,-0.06259811,2.4072464,3.0536578,-1.8638519
1.096764,-1.187904,-0.19589233,-1.2587534,-2.8954353
0.13263738,-0.1398105,-2.2860086,2.9485767,1.8317406
-1.0741659,0.7054856,1.6875098,1.745919,-2.4959295
-0.04763955,0.21194912,0.32992768,2.923926,-1.7532786
-1.8279591,-0.12084997,2.7947428,0.8257315,2.2102473
1.2178342,-0.87246805,-1.3458195,1.4483302,-2.7849834
1.641351,0.55207,-0.19947696,1.0478818,0.94214606
-0.028005362,-0.046727955,2.6289103,3.0871084,2.8580859
-0.8970679,-0.06471473,2.1092408,2.2087348,-0.40535903
-1.6573995,-0.20060039,-2.438023,-1.1662445,-0.35268927
0.8692528,-1.083617,-1.6976745,1.6058905,1.1027849
1.1745545,1.4393154,0.506902,0.7588854,2.7597392
0.37380093,-0.08879632,1.1442664,-2.7549865,-2.2804217
-0.0545706,1.953588,1.3846557,0.42813373,1.5321286
-0.030179083,0.23982932,-3.1375713,-2.8992796,1.9265077
0.24808869,0.1655311,2.0095065,-2.8422337,1.1925023
0.22506642,-0.7092528,-2.4530945,2.3791525,0.98580194
0.00058186054,0.044000052,3.106366,-3.0975852,-3.0243363
-0.3259678,-0.129076,2.1240375,2.7891786,1.9247911
0.35361308,0.3398732,2.0886247,-2.6460736,2.273928
-1.6238719,-0.94358623,-2.9661257,0.70183706,-2.0578525
1.0876441,-1.5860274,-1.2478263,0.5562782,-1.2352115
-0.06603193,-0.14982548,-0.49707198,-2.977678,-2.9621236
1.340162,0.8254498,1.2169368,-1.3297685,-1.9113125
-0.46083686,-0.3274274,-1.2396168,-2.5684674,-2.51139
-1.24858,0.62391233,1.879842,1.5966899,0.4184711
0.6384356,-1.6111608,-1.7161254,1.0452111,0.14113665
-0.62281597,-1.7810714,-2.245211,0.67603874,2.8605583
-0.0010619164,0.017585114,-3.0900905,-3.1239753,0.40251637
0.18488383,1.1389811,2.3656895,-1.9116269,0.69158125
-1.5947165,0.7679712,2.2084935,0.9686043,0.6798744
-0.54822814,-0.8850026,3.1344488,2.046662,-1.7669168
0.66239125,1.2218583,0.27154827,1.604953,2.7706006
-0.8540832,-1.0052335,-3.125674,1.7011893,-0.91210437
-1.7208915,-0.75605774,-3.0763142,0.69735193,-1.7103261
0.87885463,-0.56907976,0.44520187,-2.0396695,-2.3641398
1.2110064,-1.2326088,-0.26656747,-1.0553417,1.8374069
0.049854577,0.673983,0.2708621,2.4521973,0.5887437
0.96943814,0.052146137,-1.0102148,2.127906,0.17167258
1.7439151,0.14761996,0.58965087,-1.0104072,0.011274576
1.467005,-1.333035,-0.60404396,-0.26708984,-2.4500632
0.12932914,-0.51151574,-0.019320488,-2.607661,-0.6758535
0.68723935,0.61309993,1.820698,-2.1845074,-2.1175961
0.6624315,-1.6923987,-0.7671032,-0.8612175,0.5318322
0.3496136,1.3539517,0.5215535,1.5930908,-2.1641822
1.0109531,0.77947813,-0.22170591,1.7570655,2.7173884
0.51548874,-1.1159272,-0.22916508,-1.817789,0.90309024
0.7684215,0.80350083,1.7890656,-1.9627098,-1.8230456
0.57278025,1.9035928,1.3885787,-0.22011876,-2.96723
0.6207701,-1.4830794,-1.8113954,1.274019,-1.065552
-0.62305796,-0.17149967,2.1684186,2.4835541,0.45700717
1.2887516,-1.1934767,-0.24842072,-0.99722695,-0.15885735
0.5866542,-0.42596078,0.5718355,-2.399709,-0.7508271
-0.08919662,-1.1368455,-2.6131797,1.928168,-2.0006802
-1.433387,1.1509243,2.8699825,-0.80984235,-1.7997408
-0.3344295,1.9164523,1.5093882,0.46834588,2.1754148
0.112775594,-0.023059249,1.3115199,-3.02642,1.9870274
0.4320772,-1.4750931,-0.5916054,-1.3884931,1.9950807
0.23184347,0.29862893,2.2912586,-2.7612424,-0.28407335
-1.6394,-0.076538086,2.5798967,1.2166975,2.6466954
-0.47110584,-1.2062347,-1.0766196,-1.7330358,2.7014859
-0.11909214,0.040017486,1.309488,3.0158741,-1.3122326
-1.1590632,-1.5882382,-2.0171125,-0.3682351,-2.9580607
-0.5854053,0.5470753,1.2314265,2.3172023,0.7541609
1.2701762,0.64265144,-0.31041098,1.5576217,-1.9941301
0.0010560751,0.01773832,3.0732415,-3.1238227,-3.0094738
0.4865313,0.29212612,-0.7423637,2.5661929,0.31455445
0.81317365,0.044859886,1.2065151,-2.302809,1.145694
1.5541991,0.4444942,-0.35105252,1.2592247,2.2187264
0.6588354,1.869477,1.3655884,-0.26723695,-0.19351935
-1.3883926,-0.95615697,-1.9703448,-1.1363206,2.0415266
1.0764647,-0.3144909,-1.2597679,1.9510539,-1.2457418
1.5310895,-1.2850277,-0.73167324,0.06685996,-2.8829312
1.9395552,-0.37240824,-0.031368732,-0.3166592,-0.2822292
0.53481257,0.37407923,-0.62801766,2.4767601,2.318455
0.2540298,-1.4689765,-2.1292372,1.4593542,-2.4642105
-1.035773,-1.4400265,-2.674505,0.96032834,0.046170235
-0.11001588,-0.017865062,-1.465573,-3.030078,-1.216224
0.2143659,-0.091807485,1.0492904,-2.907863,-3.0519488
0.6319841,-0.56902754,0.39858174,-2.2632165,-2.7522874
0.20773035,-1.9252074,-1.2104124,-0.50579906,-2.8547819
-0.8183472,-1.8132918,-2.0977285,0.20598745,-2.962433
0.12119037,-1.0495102,-0.4415648,-2.028535,-2.1778693
0.7076274,0.018202543,1.2347434,-2.4180515,-2.3808064
-0.9420293,1.6665475,1.7915924,0.58737206,2.861089
-0.040135205,-1.4508817,-0.8397336,-1.5174366,-0.29074335
0.25455302,0.68259984,0.015894413,2.3959177,-3.1292775
1.3689125,0.6973623,-0.2236836,1.3896902,-1.7300218
0.97137624,-1.0777342,-1.5963714,1.5182307,-3.0102277
0.61878455,-0.31562334,0.7444184,-2.4321787,1.5615661
-0.16962165,-1.1249115,-2.6861887,1.9314663,-2.9739342
-1.7311625,-1.0004663,-2.6407185,0.04629731,2.4755385
-1.4814751,0.3775293,-2.6904461,-1.401338,2.759206
1.5790491,0.19668299,-0.5268371,1.3015134,-3.0222065
-0.29781407,-1.364588,-0.9879708,-1.5954019,2.648555
0.8137311,0.12941188,1.3038862,-2.2923436,0.50650954
1.24084,-1.0065027,-0.03610778,-1.2907857,-1.7940902
0.6406443,0.1269607,-1.0425017,2.4762866,-2.252058
-1.6165603,-0.72012705,-2.2378926,-0.9692414,0.054652214
1.2382121,1.567785,0.8551791,0.09427309,-0.7562618
-1.1098933,-1.5680243,-1.9049053,-0.56370425,-1.2646586
0.04447645,0.07068306,2.5381835,-3.0580564,-2.0038931
-1.8333015,-0.5641952,-2.555969,-0.57414746,2.4481595
0.07410413,0.3970095,2.753729,-2.73493,-0.13611531
-1.2660246,0.87579775,1.8440087,1.3848059,2.5732906
0.4093585,-0.8967298,-0.08714223,-2.1108134,2.0782592
1.3265607,-0.35852665,-1.0772979,1.626673,-0.77420306
-0.29062575,0.12058741,1.3354728,2.82563,2.9212272
-0.737472,0.6960515,-2.8590539,-2.0781016,-1.2989444
0.1118131,-0.06053585,-2.003397,3.0143583,-0.27746177
-1.4335685,-0.5374058,-2.0839458,-1.3979756,-1.7353046
0.3970903,-0.035191536,1.2817366,-2.740258,-2.9292307
-1.1716627,-1.0296985,-3.0968602,1.3525312,1.553375
0.016915172,-1.8501027,-1.9511776,0.7790477,2.3190758
1.87601,0.23406509,0.45647764,-0.66470313,0.23210812
1.263931,0.6168412,-0.33686566,1.5817893,-2.1331773
-0.997728,0.7793827,1.5931094,1.7706754,-1.9034114
-0.031794667,-0.046051264,2.5653102,3.0856245,-1.238506
1.4111793,-0.13749671,-0.8799424,1.5656302,-2.4611878
-0.071021974,1.8658419,1.242368,0.73294854,1.9802392
-0.32976955,0.40897804,-2.7288089,-2.6099875,1.4109809
0.20533402,-0.07042581,1.1316354,-2.9240885,-1.751939
-0.5633549,0.65205896,-2.8744898,-2.250709,-1.4174856
-1.2495629,1.4353135,2.599789,-0.6253369,1.8043773
-1.2803302,-0.7987496,2.9835107,1.4317253,-2.8123865
-0.9451874,1.3544304,1.5809209,1.198312,2.43494
-0.6060374,-0.9621202,-3.0989747,1.9321296,2.571524
-1.8300161,-0.737544,-2.922827,0.32869315,2.681893
-0.34350523,-1.7059426,-2.284906,1.0308173,1.3881986
-0.013078868,0.012341738,0.82338023,3.1236098,2.572272
-1.5711439,1.1747828,2.6953442,-0.3915894,2.6348932
-1.0664942,0.7837309,-2.92769,-1.6952956,-0.67192745
0.20780784,0.11835039,-0.93323135,2.9018729,1.4817803
-0.9617021,0.048630238,2.0225985,2.1369407,-2.346781
1.9300308,-0.2611416,-0.3638625,0.45874977,0.8171048
0.88926494,1.3563689,1.6155097,-1.250061,-0.9472983
-1.0844321,1.467729,2.6287005,-0.8431542,-2.1822803
-0.9700053,-0.050685644,2.1301248,2.1273468,-0.98509955
-0.17180431,-0.7817476,-0.6280675,-2.3181186,-2.6235244
1.3667555,0.7651559,1.1813943,-1.3420651,2.5010078
-1.7919888,-0.7766274,-2.5155149,-0.43424702,0.06783247
-0.57090604,0.14923954,1.6146123,2.5425875,2.1275008
1.1850331,0.923382,1.3829167,-1.4419715,-2.2435613
